"latitude","longitude","confidence"
-37.694,148.092,100
-37.655,148.271,90
-37.657,148.259,100
-37.659,148.247,100
-37.661,148.235,100
-37.663,148.223,100
-37.665,148.211,100
-37.667,148.199,100
-37.669,148.187,100
-37.671,148.175,100
-37.673,148.162,100
-37.675,148.15,100
-37.677,148.138,100
-37.679,148.126,100
-37.681,148.114,100
-37.682,148.102,100
-37.684,148.09,100
-37.686,148.078,100
-37.641,148.325,95
-37.643,148.313,90
-37.647,148.288,93
-37.651,148.264,94
-37.653,148.252,100
-37.655,148.24,98
-37.657,148.227,100
-37.659,148.215,100
-37.66,148.203,100
-37.662,148.191,100
-37.664,148.179,100
-37.666,148.167,100
-37.668,148.155,100
-37.67,148.143,100
-37.672,148.13,100
-37.674,148.118,100
-37.676,148.106,100
-37.678,148.094,100
-37.68,148.082,100
-37.682,148.07,100
-37.684,148.058,93
-37.63,148.335,94
-37.632,148.323,96
-37.634,148.31,92
-37.636,148.298,96
-37.638,148.286,94
-37.64,148.273,92
-37.645,148.237,92
-37.647,148.225,100
-37.649,148.213,100
-37.651,148.201,100
-37.653,148.189,100
-37.655,148.177,100
-37.657,148.164,100
-37.659,148.152,100
-37.661,148.14,100
-37.663,148.128,100
-37.665,148.116,100
-37.667,148.104,100
-37.669,148.092,100
-37.671,148.08,100
-37.672,148.068,99
-37.674,148.056,92
-37.624,148.308,97
-37.626,148.296,98
-37.628,148.283,100
-37.63,148.271,100
-37.636,148.235,92
-37.638,148.222,98
-37.64,148.21,100
-37.642,148.198,100
-37.644,148.186,100
-37.646,148.174,100
-37.648,148.162,100
-37.65,148.15,100
-37.652,148.138,100
-37.654,148.126,100
-37.656,148.114,100
-37.657,148.102,100
-37.659,148.09,100
-37.661,148.078,100
-37.663,148.066,100
-37.665,148.054,92
-37.607,148.354,100
-37.609,148.342,100
-37.615,148.305,100
-37.617,148.293,100
-37.619,148.281,100
-37.621,148.268,94
-37.627,148.232,91
-37.629,148.22,92
-37.631,148.208,100
-37.633,148.196,100
-37.635,148.184,100
-37.637,148.172,100
-37.639,148.159,100
-37.64,148.147,100
-37.642,148.135,100
-37.644,148.123,100
-37.646,148.111,100
-37.648,148.099,100
-37.65,148.087,100
-37.652,148.075,100
-37.654,148.063,100
-37.656,148.051,100
-37.658,148.039,90
-37.598,148.352,100
-37.6,148.34,100
-37.604,148.315,100
-37.606,148.303,100
-37.608,148.29,100
-37.61,148.278,100
-37.612,148.266,100
-37.614,148.254,92
-37.616,148.242,90
-37.618,148.23,91
-37.62,148.217,91
-37.621,148.205,95
-37.623,148.193,100
-37.625,148.181,100
-37.627,148.169,100
-37.629,148.157,100
-37.631,148.145,100
-37.633,148.133,100
-37.635,148.121,100
-37.637,148.109,100
-37.639,148.097,100
-37.641,148.085,100
-37.643,148.073,100
-37.645,148.061,100
-37.647,148.049,100
-37.649,148.037,97
-37.586,148.362,100
-37.588,148.35,100
-37.59,148.337,100
-37.594,148.313,100
-37.596,148.3,100
-37.598,148.288,100
-37.6,148.276,100
-37.602,148.264,100
-37.604,148.252,99
-37.606,148.24,92
-37.608,148.227,90
-37.61,148.215,90
-37.612,148.203,92
-37.614,148.191,100
-37.616,148.179,100
-37.618,148.167,100
-37.62,148.154,100
-37.622,148.142,100
-37.624,148.13,100
-37.626,148.118,100
-37.628,148.106,100
-37.63,148.094,100
-37.632,148.082,100
-37.634,148.07,100
-37.635,148.058,100
-37.637,148.046,100
-37.639,148.034,100
-37.565,148.432,100
-37.567,148.42,100
-37.569,148.408,100
-37.575,148.371,100
-37.577,148.359,100
-37.579,148.347,100
-37.581,148.335,100
-37.583,148.323,100
-37.585,148.31,100
-37.587,148.298,100
-37.589,148.286,100
-37.591,148.274,100
-37.593,148.261,100
-37.595,148.249,100
-37.597,148.237,97
-37.599,148.225,91
-37.603,148.2,90
-37.605,148.188,94
-37.607,148.176,98
-37.609,148.164,100
-37.611,148.152,100
-37.613,148.14,100
-37.615,148.128,100
-37.617,148.116,100
-37.619,148.104,100
-37.62,148.092,100
-37.622,148.08,100
-37.624,148.068,100
-37.626,148.056,100
-37.628,148.044,100
-37.63,148.032,100
-37.632,148.02,100
-37.55,148.467,92
-37.552,148.454,100
-37.554,148.442,100
-37.556,148.43,100
-37.558,148.417,100
-37.56,148.405,100
-37.562,148.393,100
-37.564,148.381,100
-37.566,148.369,100
-37.568,148.356,100
-37.57,148.344,100
-37.572,148.332,100
-37.574,148.32,100
-37.576,148.308,100
-37.578,148.296,100
-37.58,148.283,100
-37.582,148.271,100
-37.584,148.259,100
-37.586,148.247,100
-37.588,148.234,100
-37.59,148.222,95
-37.592,148.21,90
-37.598,148.174,90
-37.6,148.162,92
-37.601,148.15,94
-37.603,148.138,96
-37.605,148.126,100
-37.607,148.114,100
-37.609,148.102,100
-37.611,148.09,100
-37.613,148.078,93
-37.615,148.065,100
-37.617,148.054,100
-37.619,148.042,100
-37.621,148.03,100
-37.623,148.018,98
-37.54,148.464,92
-37.542,148.452,100
-37.544,148.44,100
-37.546,148.427,100
-37.548,148.415,100
-37.55,148.403,100
-37.552,148.391,100
-37.554,148.378,100
-37.556,148.366,100
-37.558,148.354,100
-37.56,148.342,100
-37.562,148.33,100
-37.564,148.318,100
-37.566,148.306,100
-37.568,148.293,100
-37.57,148.281,100
-37.572,148.269,100
-37.574,148.256,100
-37.576,148.244,100
-37.578,148.232,100
-37.58,148.22,95
-37.582,148.207,90
-37.59,148.159,94
-37.592,148.147,98
-37.594,148.135,100
-37.596,148.123,100
-37.598,148.111,100
-37.6,148.099,100
-37.602,148.087,100
-37.604,148.075,100
-37.606,148.063,96
-37.608,148.051,100
-37.61,148.039,100
-37.612,148.027,100
-37.614,148.015,100
-37.615,148.003,91
-37.531,148.462,93
-37.533,148.45,100
-37.535,148.437,100
-37.537,148.425,100
-37.539,148.412,100
-37.541,148.4,100
-37.543,148.388,100
-37.545,148.376,100
-37.547,148.363,100
-37.549,148.351,100
-37.551,148.339,100
-37.553,148.327,100
-37.555,148.315,100
-37.557,148.303,100
-37.559,148.291,100
-37.561,148.278,100
-37.563,148.266,100
-37.565,148.254,100
-37.567,148.242,100
-37.569,148.229,100
-37.571,148.217,100
-37.573,148.205,96
-37.579,148.169,77
-37.581,148.157,85
-37.583,148.145,93
-37.585,148.133,95
-37.587,148.121,95
-37.591,148.097,88
-37.593,148.085,100
-37.595,148.073,100
-37.597,148.061,100
-37.599,148.049,100
-37.6,148.037,100
-37.602,148.025,100
-37.604,148.013,100
-37.513,148.542,91
-37.515,148.53,93
-37.526,148.467,91
-37.528,148.455,100
-37.53,148.443,100
-37.532,148.43,100
-37.534,148.418,100
-37.536,148.406,100
-37.537,148.394,100
-37.539,148.381,100
-37.541,148.369,100
-37.543,148.357,100
-37.545,148.345,100
-37.547,148.333,100
-37.549,148.32,100
-37.551,148.308,100
-37.553,148.296,100
-37.555,148.284,100
-37.557,148.272,100
-37.559,148.259,100
-37.561,148.247,100
-37.563,148.235,100
-37.565,148.222,100
-37.567,148.21,100
-37.569,148.198,97
-37.588,148.078,100
-37.59,148.066,100
-37.592,148.054,91
-37.594,148.042,99
-37.596,148.03,100
-37.598,148.018,100
-37.6,148.006,96
-37.516,148.465,92
-37.518,148.453,100
-37.52,148.44,100
-37.522,148.428,100
-37.524,148.416,100
-37.526,148.403,100
-37.528,148.391,100
-37.53,148.379,100
-37.532,148.367,100
-37.534,148.354,100
-37.536,148.342,100
-37.538,148.33,100
-37.54,148.318,100
-37.542,148.306,100
-37.544,148.294,100
-37.546,148.282,100
-37.548,148.269,100
-37.55,148.257,100
-37.552,148.245,100
-37.554,148.232,100
-37.556,148.22,100
-37.558,148.208,100
-37.56,148.196,98
-37.562,148.184,93
-37.581,148.063,95
-37.583,148.051,100
-37.585,148.039,86
-37.587,148.027,100
-37.589,148.015,100
-37.59,148.003,100
-37.499,148.512,93
-37.507,148.463,90
-37.509,148.45,98
-37.511,148.437,100
-37.513,148.425,100
-37.515,148.413,100
-37.517,148.401,100
-37.519,148.389,100
-37.521,148.377,100
-37.523,148.364,100
-37.525,148.352,100
-37.527,148.34,100
-37.529,148.328,100
-37.531,148.315,100
-37.533,148.303,100
-37.535,148.291,100
-37.537,148.279,100
-37.539,148.267,100
-37.541,148.254,100
-37.543,148.242,100
-37.545,148.23,100
-37.547,148.218,100
-37.548,148.205,100
-37.55,148.194,100
-37.552,148.182,96
-37.575,148.037,100
-37.577,148.025,94
-37.579,148.013,100
-37.581,148.001,100
-37.497,148.46,90
-37.5,148.447,94
-37.502,148.435,95
-37.503,148.423,97
-37.505,148.411,100
-37.507,148.399,100
-37.509,148.386,100
-37.511,148.374,100
-37.513,148.362,100
-37.515,148.35,100
-37.517,148.337,100
-37.519,148.325,100
-37.521,148.313,100
-37.523,148.301,100
-37.525,148.289,100
-37.527,148.277,100
-37.529,148.264,100
-37.531,148.252,100
-37.533,148.24,100
-37.535,148.227,100
-37.537,148.215,100
-37.539,148.203,100
-37.541,148.191,100
-37.543,148.179,100
-37.566,148.034,72
-37.568,148.022,94
-37.57,148.01,100
-37.572,147.999,100
-37.482,148.495,93
-37.49,148.445,91
-37.492,148.433,91
-37.494,148.42,94
-37.496,148.408,100
-37.498,148.396,100
-37.5,148.384,100
-37.502,148.372,100
-37.504,148.359,100
-37.506,148.347,100
-37.508,148.335,100
-37.51,148.323,100
-37.512,148.31,100
-37.514,148.298,100
-37.516,148.286,100
-37.518,148.274,100
-37.52,148.262,100
-37.522,148.25,100
-37.524,148.238,100
-37.526,148.225,100
-37.528,148.213,100
-37.53,148.201,100
-37.532,148.189,100
-37.534,148.177,100
-37.536,148.165,100
-37.557,148.032,100
-37.559,148.02,100
-37.561,148.008,100
-37.563,147.996,100
-37.473,148.492,98
-37.481,148.442,90
-37.483,148.43,90
-37.485,148.418,92
-37.487,148.406,100
-37.489,148.394,100
-37.491,148.381,100
-37.493,148.369,100
-37.495,148.357,100
-37.497,148.345,100
-37.499,148.333,100
-37.501,148.32,100
-37.503,148.308,100
-37.505,148.296,100
-37.507,148.284,100
-37.509,148.272,100
-37.511,148.26,100
-37.513,148.248,100
-37.515,148.235,100
-37.517,148.223,100
-37.519,148.211,100
-37.52,148.199,100
-37.522,148.187,100
-37.524,148.175,100
-37.526,148.162,100
-37.548,148.03,100
-37.55,148.018,100
-37.552,148.006,100
-37.553,147.994,91
-37.463,148.489,97
-37.475,148.416,93
-37.477,148.403,100
-37.479,148.391,100
-37.481,148.379,100
-37.483,148.367,100
-37.485,148.355,100
-37.487,148.342,100
-37.489,148.33,100
-37.491,148.318,100
-37.493,148.306,100
-37.495,148.294,100
-37.497,148.282,100
-37.499,148.269,100
-37.501,148.257,100
-37.503,148.245,100
-37.505,148.233,100
-37.507,148.221,100
-37.509,148.209,100
-37.511,148.197,100
-37.513,148.184,100
-37.515,148.172,100
-37.517,148.16,100
-37.519,148.148,100
-37.54,148.015,100
-37.542,148.003,100
-37.454,148.487,95
-37.466,148.413,94
-37.468,148.401,100
-37.47,148.389,100
-37.472,148.376,100
-37.474,148.364,100
-37.476,148.352,100
-37.478,148.34,100
-37.48,148.328,100
-37.482,148.316,100
-37.484,148.303,100
-37.486,148.291,100
-37.488,148.279,100
-37.49,148.267,100
-37.492,148.254,100
-37.494,148.243,100
-37.496,148.231,100
-37.498,148.218,100
-37.5,148.206,100
-37.502,148.194,100
-37.504,148.182,100
-37.506,148.17,100
-37.508,148.158,100
-37.51,148.145,100
-37.512,148.133,93
-37.443,148.497,98
-37.449,148.46,74
-37.451,148.447,83
-37.459,148.398,100
-37.461,148.386,100
-37.463,148.374,100
-37.465,148.362,100
-37.467,148.349,100
-37.469,148.337,100
-37.471,148.325,100
-37.475,148.301,91
-37.477,148.289,100
-37.479,148.277,100
-37.481,148.264,100
-37.483,148.252,100
-37.485,148.24,100
-37.487,148.228,100
-37.489,148.216,100
-37.491,148.204,98
-37.493,148.192,96
-37.495,148.18,98
-37.497,148.167,100
-37.499,148.155,100
-37.501,148.143,100
-37.431,148.507,100
-37.433,148.494,97
-37.435,148.482,96
-37.437,148.47,91
-37.439,148.458,91
-37.441,148.445,76
-37.443,148.433,69
-37.445,148.42,92
-37.447,148.408,99
-37.449,148.396,100
-37.451,148.384,100
-37.453,148.371,100
-37.455,148.359,100
-37.458,148.347,100
-37.46,148.334,100
-37.462,148.322,100
-37.464,148.31,100
-37.465,148.299,100
-37.467,148.286,100
-37.469,148.274,100
-37.471,148.262,100
-37.473,148.25,100
-37.475,148.238,100
-37.477,148.225,100
-37.479,148.213,100
-37.481,148.201,98
-37.483,148.189,96
-37.485,148.177,94
-37.487,148.165,100
-37.489,148.153,100
-37.491,148.14,100
-37.493,148.128,100
-37.428,148.499,93
-37.444,148.401,95
-37.446,148.388,100
-37.448,148.376,100
-37.45,148.364,100
-37.452,148.352,100
-37.454,148.339,100
-37.456,148.327,100
-37.458,148.315,100
-37.46,148.303,100
-37.462,148.291,100
-37.463,148.279,100
-37.465,148.267,100
-37.467,148.254,100
-37.469,148.242,100
-37.471,148.23,100
-37.473,148.218,100
-37.475,148.206,99
-37.477,148.194,90
-37.479,148.182,92
-37.481,148.17,98
-37.483,148.157,100
-37.485,148.145,100
-37.487,148.133,100
-37.489,148.121,100
-37.408,148.559,100
-37.41,148.546,100
-37.418,148.497,100
-37.42,148.485,65
-37.434,148.399,100
-37.436,148.386,100
-37.438,148.374,100
-37.44,148.362,100
-37.442,148.35,100
-37.444,148.337,100
-37.446,148.325,100
-37.448,148.313,100
-37.45,148.301,100
-37.452,148.289,100
-37.454,148.276,100
-37.456,148.264,100
-37.458,148.251,100
-37.46,148.239,100
-37.462,148.227,100
-37.464,148.216,100
-37.466,148.203,100
-37.468,148.191,99
-37.47,148.179,94
-37.472,148.167,100
-37.474,148.155,100
-37.476,148.143,100
-37.478,148.13,100
-37.48,148.118,100
-37.397,148.568,100
-37.399,148.556,100
-37.401,148.543,100
-37.403,148.531,100
-37.409,148.494,100
-37.427,148.384,93
-37.429,148.371,100
-37.433,148.347,100
-37.435,148.335,100
-37.437,148.323,100
-37.439,148.311,100
-37.441,148.298,100
-37.443,148.286,100
-37.445,148.274,100
-37.447,148.261,90
-37.449,148.249,100
-37.451,148.237,100
-37.453,148.225,100
-37.455,148.213,100
-37.457,148.201,100
-37.459,148.189,90
-37.463,148.165,100
-37.465,148.152,100
-37.466,148.14,100
-37.468,148.128,100
-37.47,148.116,100
-37.348,148.804,100
-37.35,148.791,70
-37.352,148.779,73
-37.387,148.566,100
-37.389,148.553,100
-37.392,148.541,100
-37.394,148.529,100
-37.396,148.516,100
-37.398,148.504,100
-37.4,148.492,100
-37.424,148.345,100
-37.426,148.332,100
-37.428,148.32,100
-37.43,148.308,100
-37.432,148.296,100
-37.434,148.284,100
-37.436,148.271,96
-37.443,148.223,100
-37.445,148.211,100
-37.447,148.198,96
-37.449,148.186,91
-37.451,148.174,97
-37.453,148.162,100
-37.455,148.149,100
-37.457,148.137,100
-37.459,148.125,100
-37.461,148.113,100
-37.463,148.101,86
-37.338,148.802,94
-37.376,148.576,100
-37.378,148.563,100
-37.38,148.551,100
-37.382,148.539,100
-37.384,148.527,100
-37.386,148.514,100
-37.388,148.502,100
-37.39,148.49,100
-37.392,148.477,90
-37.412,148.355,100
-37.414,148.342,100
-37.416,148.33,100
-37.418,148.318,100
-37.42,148.305,100
-37.422,148.293,100
-37.424,148.281,100
-37.426,148.269,100
-37.438,148.196,100
-37.44,148.184,100
-37.442,148.172,100
-37.444,148.16,100
-37.446,148.147,100
-37.448,148.135,100
-37.45,148.123,100
-37.452,148.11,100
-37.454,148.099,100
-37.456,148.087,100
-37.356,148.636,100
-37.358,148.623,100
-37.36,148.611,100
-37.362,148.598,100
-37.364,148.586,100
-37.367,148.574,100
-37.369,148.561,100
-37.371,148.549,100
-37.373,148.537,100
-37.375,148.524,100
-37.377,148.512,100
-37.379,148.499,100
-37.381,148.487,100
-37.383,148.475,89
-37.403,148.352,93
-37.405,148.34,100
-37.407,148.328,100
-37.409,148.315,100
-37.411,148.303,99
-37.429,148.193,100
-37.431,148.181,100
-37.433,148.169,100
-37.435,148.157,100
-37.437,148.145,100
-37.439,148.132,100
-37.441,148.12,100
-37.443,148.108,100
-37.445,148.096,90
-37.446,148.084,100
-37.448,148.073,100
-37.34,148.671,100
-37.343,148.659,100
-37.345,148.646,100
-37.347,148.633,100
-37.349,148.621,100
-37.351,148.608,100
-37.353,148.595,100
-37.355,148.583,100
-37.357,148.571,100
-37.359,148.558,100
-37.361,148.546,100
-37.363,148.534,100
-37.365,148.522,100
-37.367,148.509,100
-37.369,148.497,100
-37.371,148.485,100
-37.396,148.338,100
-37.398,148.325,100
-37.4,148.312,97
-37.42,148.191,100
-37.422,148.178,100
-37.424,148.166,100
-37.425,148.154,100
-37.427,148.142,100
-37.429,148.13,100
-37.431,148.118,100
-37.433,148.106,100
-37.435,148.094,100
-37.437,148.082,100
-37.439,148.07,100
-37.331,148.668,100
-37.333,148.655,100
-37.335,148.643,100
-37.337,148.63,100
-37.34,148.618,100
-37.342,148.606,100
-37.344,148.593,100
-37.346,148.581,100
-37.348,148.569,100
-37.35,148.556,100
-37.352,148.544,100
-37.354,148.532,100
-37.356,148.519,100
-37.358,148.507,100
-37.36,148.494,100
-37.362,148.482,100
-37.393,148.297,75
-37.395,148.285,84
-37.396,148.273,65
-37.401,148.248,100
-37.402,148.236,100
-37.41,148.188,100
-37.412,148.176,100
-37.414,148.164,100
-37.416,148.152,100
-37.418,148.14,100
-37.42,148.127,100
-37.422,148.115,100
-37.424,148.103,100
-37.426,148.092,100
-37.428,148.08,100
-37.43,148.068,100
-37.432,148.056,96
-37.319,148.679,100
-37.322,148.666,100
-37.324,148.653,100
-37.326,148.64,100
-37.328,148.627,100
-37.332,148.603,100
-37.334,148.591,100
-37.336,148.579,100
-37.338,148.566,100
-37.34,148.554,100
-37.342,148.541,100
-37.345,148.529,100
-37.347,148.516,100
-37.349,148.504,100
-37.351,148.491,100
-37.353,148.479,100
-37.375,148.344,100
-37.381,148.307,93
-37.383,148.294,100
-37.385,148.282,100
-37.387,148.27,81
-37.389,148.258,100
-37.391,148.246,100
-37.393,148.234,100
-37.397,148.211,77
-37.403,148.173,100
-37.405,148.161,100
-37.407,148.15,100
-37.409,148.137,100
-37.411,148.125,100
-37.413,148.113,100
-37.415,148.101,100
-37.417,148.089,100
-37.419,148.077,100
-37.421,148.065,100
-37.31,148.676,100
-37.312,148.663,100
-37.314,148.65,100
-37.317,148.637,100
-37.319,148.625,100
-37.321,148.613,100
-37.323,148.601,100
-37.325,148.588,100
-37.327,148.576,100
-37.329,148.563,100
-37.331,148.551,100
-37.333,148.538,100
-37.335,148.526,94
-37.339,148.501,100
-37.341,148.488,100
-37.344,148.476,100
-37.37,148.316,66
-37.372,148.304,100
-37.38,148.256,100
-37.382,148.244,100
-37.384,148.232,100
-37.388,148.208,94
-37.396,148.16,98
-37.398,148.147,100
-37.4,148.135,100
-37.402,148.123,100
-37.404,148.111,100
-37.405,148.099,100
-37.407,148.087,100
-37.409,148.075,100
-37.307,148.669,100
-37.31,148.656,100
-37.312,148.643,100
-37.314,148.631,100
-37.316,148.619,100
-37.318,148.607,100
-37.32,148.594,100
-37.322,148.582,100
-37.324,148.569,100
-37.326,148.556,100
-37.328,148.544,100
-37.33,148.531,81
-37.334,148.506,67
-37.336,148.494,100
-37.338,148.482,97
-37.376,148.249,100
-37.378,148.237,100
-37.38,148.225,100
-37.384,148.201,97
-37.391,148.153,100
-37.393,148.14,100
-37.395,148.128,100
-37.397,148.116,100
-37.399,148.104,100
-37.401,148.092,100
-37.403,148.08,100
-37.298,148.666,100
-37.3,148.653,100
-37.302,148.641,84
-37.304,148.629,82
-37.306,148.616,100
-37.308,148.604,100
-37.31,148.592,100
-37.313,148.579,100
-37.315,148.566,100
-37.317,148.553,100
-37.319,148.541,100
-37.321,148.529,100
-37.327,148.491,90
-37.367,148.247,100
-37.369,148.234,100
-37.37,148.223,100
-37.392,148.089,100
-37.394,148.077,100
-37.289,148.664,100
-37.291,148.651,100
-37.299,148.601,100
-37.301,148.588,100
-37.303,148.576,100
-37.305,148.563,100
-37.307,148.551,100
-37.309,148.539,99
-37.311,148.526,94
-37.355,148.257,97
-37.357,148.244,100
-37.359,148.232,65
-37.381,148.099,100
-37.383,148.087,72
-37.385,148.075,100
-37.279,148.661,93
-37.29,148.598,100
-37.292,148.586,100
-37.294,148.573,100
-37.296,148.561,100
-37.3,148.536,91
-37.312,148.462,100
-37.314,148.449,100
-37.375,148.072,100
-37.377,148.06,100
-37.379,148.048,100
-37.268,148.672,100
-37.278,148.608,67
-37.28,148.596,88
-37.282,148.583,100
-37.284,148.571,100
-37.286,148.558,100
-37.362,148.094,92
-37.366,148.07,100
-37.368,148.058,100
-37.37,148.046,100
-37.372,148.034,95
-37.374,148.022,98
-37.376,148.01,100
-37.378,147.998,100
-37.258,148.669,98
-37.275,148.568,68
-37.357,148.068,100
-37.359,148.056,100
-37.361,148.044,100
-37.363,148.031,100
-37.365,148.019,100
-37.366,148.008,100
-37.368,147.996,100
-37.249,148.666,100
-37.251,148.654,100
-37.253,148.641,89
-37.255,148.628,100
-37.257,148.615,79
-37.261,148.591,80
-37.347,148.066,100
-37.349,148.053,100
-37.351,148.041,100
-37.353,148.029,100
-37.355,148.017,100
-37.357,148.005,100
-37.359,147.993,100
-37.239,148.663,82
-37.242,148.651,100
-37.244,148.638,76
-37.246,148.625,100
-37.248,148.613,100
-37.25,148.6,100
-37.252,148.588,100
-37.338,148.063,100
-37.34,148.051,100
-37.342,148.039,100
-37.344,148.027,100
-37.346,148.015,100
-37.348,148.003,100
-37.238,148.61,100
-37.241,148.597,100
-37.243,148.585,71
-37.331,148.049,100
-37.333,148.037,100
-37.335,148.024,100
-37.337,148.012,100
-37.339,148.001,100
-37.229,148.607,100
-37.231,148.594,100
-37.322,148.046,100
-37.324,148.034,100
-37.326,148.022,100
-37.328,148.01,100
-37.329,147.998,100
-37.331,147.986,100
-37.385,147.654,96
-37.386,147.642,94
-37.224,148.612,81
-37.226,148.6,100
-37.228,148.587,100
-37.23,148.575,66
-37.319,148.026,100
-37.321,148.014,100
-37.323,148.002,100
-37.325,147.991,100
-37.372,147.693,92
-37.374,147.681,84
-37.379,147.646,100
-37.381,147.634,99
-37.215,148.61,81
-37.217,148.598,100
-37.221,148.573,100
-37.31,148.024,100
-37.312,148.012,100
-37.314,148,100
-37.316,147.988,100
-37.318,147.976,100
-37.372,147.631,100
-37.207,148.595,100
-37.209,148.583,100
-37.211,148.571,77
-37.246,148.362,74
-37.248,148.35,97
-37.25,148.338,100
-37.252,148.325,98
-37.301,148.021,79
-37.303,148.009,100
-37.304,147.997,100
-37.306,147.986,100
-37.308,147.973,100
-37.31,147.961,100
-37.363,147.629,100
-37.222,148.446,78
-37.224,148.434,65
-37.23,148.396,100
-37.232,148.384,74
-37.234,148.372,71
-37.236,148.36,100
-37.238,148.348,100
-37.24,148.335,100
-37.242,148.322,100
-37.244,148.31,94
-37.246,148.297,100
-37.25,148.273,90
-37.252,148.261,73
-37.293,148.007,100
-37.295,147.995,100
-37.297,147.983,100
-37.299,147.971,100
-37.301,147.959,100
-37.303,147.946,100
-37.189,148.59,100
-37.213,148.444,88
-37.215,148.431,87
-37.221,148.394,100
-37.223,148.382,100
-37.225,148.37,100
-37.227,148.358,100
-37.229,148.345,100
-37.231,148.333,100
-37.233,148.32,100
-37.235,148.307,100
-37.237,148.295,100
-37.239,148.282,100
-37.241,148.27,100
-37.243,148.258,100
-37.245,148.246,100
-37.288,147.98,100
-37.29,147.968,100
-37.292,147.956,100
-37.294,147.944,100
-37.296,147.932,100
-37.297,147.921,100
-37.181,148.575,100
-37.183,148.563,74
-37.203,148.44,93
-37.206,148.428,76
-37.208,148.416,89
-37.21,148.403,100
-37.212,148.391,100
-37.213,148.38,100
-37.215,148.368,98
-37.217,148.355,100
-37.22,148.343,100
-37.222,148.33,100
-37.224,148.317,100
-37.226,148.305,100
-37.228,148.292,100
-37.23,148.28,100
-37.232,148.268,100
-37.234,148.256,100
-37.236,148.243,100
-37.238,148.231,100
-37.24,148.219,69
-37.279,147.977,100
-37.281,147.965,100
-37.283,147.953,100
-37.285,147.941,100
-37.286,147.93,100
-37.288,147.918,100
-37.174,148.561,94
-37.176,148.549,100
-37.178,148.537,100
-37.18,148.524,100
-37.182,148.512,100
-37.184,148.5,100
-37.186,148.488,100
-37.188,148.475,87
-37.19,148.462,93
-37.192,148.449,100
-37.194,148.437,100
-37.196,148.425,100
-37.198,148.412,100
-37.2,148.401,100
-37.202,148.389,92
-37.206,148.365,77
-37.208,148.353,100
-37.21,148.34,100
-37.212,148.328,100
-37.214,148.315,100
-37.216,148.302,100
-37.219,148.29,100
-37.22,148.277,100
-37.222,148.265,100
-37.224,148.253,100
-37.226,148.241,100
-37.228,148.229,100
-37.23,148.216,100
-37.232,148.204,96
-37.234,148.193,86
-37.268,147.987,100
-37.275,147.938,100
-37.277,147.927,100
-37.177,148.485,91
-37.179,148.472,100
-37.181,148.459,78
-37.183,148.446,75
-37.197,148.363,100
-37.199,148.35,100
-37.201,148.337,100
-37.203,148.325,100
-37.205,148.312,100
-37.207,148.3,100
-37.209,148.287,100
-37.211,148.275,100
-37.213,148.263,92
-37.215,148.251,100
-37.217,148.239,100
-37.219,148.227,100
-37.221,148.214,100
-37.258,147.985,89
-37.187,148.36,100
-37.189,148.348,100
-37.192,148.335,100
-37.194,148.322,100
-37.196,148.31,99
-37.206,148.248,100
-37.208,148.236,100
-37.21,148.224,100
-37.212,148.212,100
-37.178,148.357,100
-37.18,148.345,100
-37.182,148.333,100
-37.184,148.32,100
-37.186,148.307,100
-37.188,148.295,96
-37.193,148.27,100
-37.195,148.258,100
-37.197,148.246,89
-37.199,148.234,100
-37.201,148.221,100
-37.203,148.209,100
-37.173,148.362,100
-37.175,148.35,100
-37.177,148.339,100
-37.179,148.326,100
-37.181,148.313,100
-37.183,148.3,100
-37.185,148.288,100
-37.189,148.263,100
-37.191,148.251,100
-37.193,148.239,100
-37.195,148.227,100
-37.197,148.214,100
-37.163,148.359,100
-37.165,148.348,100
-37.167,148.336,100
-37.169,148.324,100
-37.171,148.311,100
-37.173,148.298,100
-37.175,148.286,100
-37.177,148.273,100
-37.181,148.249,91
-37.183,148.236,100
-37.185,148.224,100
-37.156,148.346,95
-37.158,148.334,100
-37.16,148.321,100
-37.162,148.308,100
-37.164,148.296,100
-37.166,148.283,100
-37.168,148.271,100
-37.174,148.234,100
-37.176,148.221,100
-37.184,148.173,100
-37.186,148.161,100
-37.149,148.331,100
-37.151,148.318,100
-37.153,148.306,100
-37.155,148.293,100
-37.157,148.281,100
-37.159,148.268,100
-37.165,148.231,71
-37.167,148.219,100
-37.171,148.194,93
-37.175,148.17,100
-37.177,148.158,100
-37.139,148.328,100
-37.141,148.316,100
-37.143,148.303,100
-37.145,148.29,100
-37.147,148.278,100
-37.149,148.266,100
-37.151,148.253,100
-37.155,148.229,100
-37.157,148.216,100
-37.159,148.204,100
-37.161,148.192,82
-37.132,148.313,100
-37.134,148.301,100
-37.136,148.288,87
-37.138,148.276,100
-37.14,148.263,100
-37.142,148.251,100
-37.144,148.239,100
-37.146,148.226,100
-37.148,148.214,100
-37.15,148.201,100
-37.152,148.189,84
-37.158,148.154,79
-37.125,148.298,100
-37.127,148.286,83
-37.135,148.236,100
-37.137,148.224,100
-37.139,148.211,100
-37.149,148.152,100
-37.15,148.14,100
-37.117,148.283,92
-37.125,148.234,100
-37.132,148.197,84
-37.139,148.15,100
-37.141,148.138,100
-37.11,148.268,83
-37.116,148.231,80
-37.122,148.194,80
-37.13,148.147,100
-37.132,148.135,100
-37.109,148.216,84
