"latitude","longitude","confidence"
-30.857,123.44,100
-30.86,123.427,100
-30.862,123.413,100
-30.864,123.399,100
-30.869,123.371,66
-30.854,123.397,84
-30.857,123.383,97
-30.859,123.369,100
-30.844,123.394,90
-30.846,123.38,70
-30.849,123.366,82
-30.834,123.392,100
-30.836,123.378,100
-30.839,123.364,100
-30.841,123.35,100
-30.843,123.337,98
-30.826,123.375,97
-30.828,123.362,100
-30.831,123.348,83
-30.833,123.334,100
-30.836,123.321,87
-30.813,123.387,87
-30.816,123.373,99
-30.818,123.359,100
-30.821,123.345,97
-30.825,123.318,99
-30.828,123.305,76
-30.806,123.371,100
-30.808,123.357,100
-30.81,123.343,99
-30.818,123.302,97
-30.745,123.647,88
-30.79,123.396,97
-30.795,123.368,76
-30.798,123.354,100
-30.8,123.341,96
-30.803,123.327,100
-30.805,123.313,100
-30.808,123.3,68
-30.8,123.364,100
-30.802,123.35,75
-30.805,123.336,68
-30.807,123.322,79
-30.809,123.309,90
-30.739,123.655,97
-30.741,123.64,100
-30.783,123.403,93
-30.785,123.389,99
-30.79,123.361,100
-30.792,123.348,100
-30.795,123.334,97
-30.797,123.32,99
-30.799,123.307,93
-30.731,123.638,89
-30.775,123.386,86
-30.784,123.331,84
-30.762,123.398,96
-30.752,123.395,100
-30.757,123.368,96
-30.747,123.366,90
-30.739,123.349,88
-30.741,123.336,81
-30.68,123.457,100
-30.682,123.444,88
-30.485,123.087,95
-30.473,123.098,96
-30.475,123.084,100
-30.478,123.071,100
-30.477,123.093,100
-30.479,123.08,100
-30.469,123.077,73
-28.956,128.767,85
-28.954,128.796,83
-28.961,128.764,87
-28.755,128.834,100
-28.762,128.801,100
-28.761,128.831,100
-28.768,128.798,100
-28.745,128.827,100
-28.753,128.794,100
-28.73,128.823,99
-28.738,128.79,94
-28.715,128.818,93
-28.712,128.845,86
-28.719,128.812,87
-28.221,129.755,92
-28.23,129.717,100
-28.205,129.751,89
-28.214,129.712,78
-28.189,129.745,74
-28.198,129.706,94
-28.172,129.74,94
-28.217,129.75,99
-28.226,129.711,94
-28.201,129.745,91
-28.21,129.706,65
-28.185,129.739,74
-28.194,129.7,72
-28.169,129.734,93
-27.985,128.478,100
-27.992,128.446,88
-27.97,128.474,96
-27.977,128.442,65
-27.845,128.332,86
-26.711,124.108,88
-24.463,129.141,96
-24.472,129.099,91
-24.446,129.136,100
-24.455,129.094,95
-24.429,129.132,93
-24.463,129.137,99
-24.472,129.094,88
-24.446,129.132,100
-24.455,129.09,87
-24.429,129.127,95
-32.725,150.091,100
-32.708,150.09,92
-32.722,150.084,100
-32.705,150.083,94
-26.524,150.672,100
-26.528,150.668,99
-26.513,150.666,89
-26.015,150.49,87
-26.019,150.485,79
-25.408,149.231,68
-25.411,149.192,90
-25.404,149.225,78
-25.407,149.187,84
-37.722,149.273,76
-37.522,149.375,100
-37.67,148.77,80
-37.526,149.372,100
-37.503,149.402,69
-37.512,149.366,92
-37.537,149.067,72
-37.567,148.611,96
-37.367,148.987,66
-37.655,147.577,75
-37.369,148.982,74
-37.65,147.568,99
-37.583,147.54,100
-37.57,147.535,78
-37.591,147.538,100
-37.572,147.559,91
-37.578,147.533,100
-37.385,148.182,93
-37.258,147.984,100
-37.266,147.951,100
-36.577,149.894,95
-36.571,149.883,82
-38.12,141.904,74
-38.11,141.901,95
-38.113,141.887,73
-37.046,147.202,73
-37.076,147.07,100
-37.093,146.992,79
-37.08,146.986,84
-38.091,141.895,72
-38.096,141.868,100
-38.098,141.855,100
-38.1,141.842,100
-38.088,141.852,89
-38.091,141.839,100
-38.093,141.826,100
-38.079,141.85,100
-38.081,141.836,100
-38.057,141.851,94
-38.059,141.838,74
-38.042,141.875,96
-38.045,141.862,100
-38.047,141.848,100
-38.049,141.835,100
-38.052,141.822,100
-38.037,141.846,83
-38.04,141.832,100
-38.042,141.819,100
-36.272,149.978,94
-36.256,149.972,78
-36.267,149.971,100
-36.923,146.786,100
-36.928,146.763,100
-36.934,146.739,100
-36.651,147.912,69
-36.658,147.883,83
-36.91,146.781,100
-36.916,146.757,100
-36.637,147.906,81
-36.923,146.805,84
-36.933,146.759,100
-36.916,146.777,100
-36.921,146.753,100
-36.649,147.905,83
-36.656,147.876,67
-36.636,147.899,83
-36.912,146.666,81
-36.899,146.663,79
-36.565,147.94,76
-36.564,147.935,82
-35.962,148.308,78
-36.03,147.819,70
-36.071,147.577,79
-35.834,148.655,81
-36.029,147.815,75
-36.069,147.572,71
-35.793,148.028,99
-35.778,148.023,88
-35.887,147.497,100
-35.787,148.052,79
-35.794,148.024,88
-35.871,147.685,78
-35.779,148.018,80
-35.892,147.525,96
-35.899,147.496,87
-35.878,147.52,84
-35.885,147.491,100
-35.476,148.108,81
-35.484,148.075,67
-35.478,148.102,89
-35.414,147.975,93
-35.436,147.88,100
-35.415,147.97,100
-35.437,147.876,100
-35.265,147.877,65
-35.266,147.872,69
-35.86,136.713,71
-35.849,136.723,100
-35.851,136.711,100
-35.852,136.7,78
-35.727,136.738,76
-35.712,136.782,100
-32.723,150.102,65
-31.7,132.969,93
-31.701,132.955,100
-31.703,132.941,100
-31.704,132.928,100
-31.703,132.963,96
-31.706,132.936,100
-31.707,132.922,83
-31.692,132.962,100
-31.694,132.948,100
-31.696,132.935,100
-31.697,132.921,100
-31.699,132.907,100
-31.682,132.96,100
-31.684,132.947,73
-31.685,132.933,100
-31.687,132.919,100
-31.689,132.906,100
-31.69,132.892,100
-31.692,132.878,70
-31.675,132.931,100
-31.677,132.918,100
-31.678,132.904,100
-31.68,132.89,100
-31.681,132.877,100
-31.683,132.863,100
-31.665,132.93,100
-31.667,132.916,100
-31.668,132.902,100
-31.67,132.889,100
-31.671,132.875,100
-31.65,132.969,74
-31.652,132.955,100
-31.653,132.942,100
-31.655,132.928,100
-31.656,132.915,100
-31.163,132.718,100
-31.15,132.744,91
-31.135,132.686,100
-30.875,132.752,96
-30.877,132.739,87
-30.878,132.725,100
-30.88,132.712,95
-30.868,132.724,100
-30.87,132.71,100
-30.859,132.708,85
-30.342,132.634,100
-30.331,132.632,82
-28.259,129.81,66
-28.261,129.791,100
-28.249,129.79,75
-28.221,129.824,100
-28.223,129.805,90
-28.228,129.819,80
-28.216,129.818,100
-28.22,129.781,90
-27.829,131.826,77
-27.819,131.825,95
-27.821,131.833,81
-27.823,131.82,84
-27.813,131.818,90
-27.814,131.805,87
-19.919,144.501,77
-19.934,144.497,83
-19.798,143.678,100
-19.784,143.706,78
-19.791,143.672,100
-19.372,143.299,72
-19.364,143.292,78
-18.055,144.779,79
-18.058,144.773,79
-18.133,144.044,67
-18.116,144.041,92
-18.114,144.035,91
-16.76,135.911,74
-16.75,135.909,66
-16.34,137.733,89
-16.329,137.731,100
-32.244,123.318,81
-32.238,123.31,65
-31.915,121.395,66
-31.228,121.195,100
-31.235,121.165,94
-31.241,121.136,88
-31.214,121.19,100
-31.22,121.161,100
-18.055,144.787,93
-19.803,144.564,66
-19.783,143.699,100
-19.792,143.669,100
-19.797,143.696,100
-22.163,146.916,100
-24.579,146.72,71
-25.4,149.234,84
-25.406,149.211,100
-26.008,150.492,80
-26.017,150.49,82
-26.502,150.669,74
-26.513,150.677,78
-26.522,150.676,77
-26.523,150.686,100
-26.532,150.684,97
-26.534,150.694,70
-29.363,152.2,65
-29.412,152.593,99
-29.421,152.59,88
-29.416,152.156,69
-29.417,152.167,99
-29.425,152.154,92
-29.427,152.166,83
-29.435,152.152,82
-31.47,151.272,72
-31.586,152.104,70
-31.509,151.277,78
-31.534,151.32,67
-32.02,151.423,100
-32.697,150.088,68
-32.698,150.099,66
-32.706,150.086,100
-32.708,150.097,100
-32.715,150.084,100
-32.717,150.095,100
-33.15,150.108,82
-33.164,150.071,70
-35.266,147.86,99
-35.393,147.978,96
-35.395,147.989,100
-35.402,147.976,100
-35.404,147.987,100
-35.411,148.031,100
-35.411,147.974,99
-35.413,147.985,100
-35.686,149.871,86
-35.445,148.012,70
-35.434,147.878,100
-35.436,147.89,100
-35.467,148.098,79
-35.468,148.109,81
-35.443,147.876,100
-35.445,147.888,100
-35.471,148.063,100
-35.473,148.074,100
-35.474,148.085,100
-35.476,148.096,100
-35.477,148.107,100
-35.454,147.886,94
-35.48,148.062,98
-35.482,148.073,77
-35.463,147.884,100
-35.471,147.886,100
-35.803,150,98
-35.804,150.012,75
-35.569,148.172,69
-35.576,148.159,71
-35.84,150.066,100
-35.847,150.114,79
-35.85,150.139,69
-35.59,148.19,81
-35.602,148.21,93
-35.604,148.221,100
-35.614,148.224,97
-35.624,148.234,73
-35.66,148.226,100
-35.669,148.224,99
-35.678,148.222,87
-35.689,148.231,79
-35.708,148.243,91
-35.717,148.241,100
-35.718,148.252,100
-35.971,149.955,72
-35.972,149.967,66
-35.977,149.929,72
-35.978,149.941,100
-35.982,149.965,94
-35.824,148.732,91
-35.824,148.663,94
-35.986,149.853,89
-35.988,149.865,100
-35.989,149.877,96
-35.78,148.296,68
-35.833,148.661,83
-35.834,148.672,71
-35.994,149.839,100
-35.999,149.875,74
-36.003,149.912,97
-35.84,148.648,100
-35.842,148.659,100
-36.002,149.826,96
-35.795,148.27,100
-36.009,149.812,92
-36.011,149.824,100
-35.798,148.229,100
-35.8,148.24,79
-36.016,149.818,82
-35.778,148.029,100
-35.78,148.04,100
-35.879,148.727,70
-35.992,149.557,74
-35.993,149.568,90
-36.027,149.828,92
-35.789,148.038,100
-36.035,149.814,100
-36.043,149.801,100
-36.054,149.738,95
-36.06,149.785,80
-36.065,149.749,78
-36.069,149.783,86
-35.881,148.348,100
-36.107,149.997,100
-36.108,150.01,82
-36.095,149.578,78
-35.932,148.33,88
-36.104,149.576,70
-35.844,147.665,86
-35.94,148.318,100
-35.941,148.328,100
-35.949,148.384,89
-35.856,147.685,99
-35.939,148.249,100
-35.941,148.26,91
-35.95,148.327,100
-35.865,147.683,85
-35.867,147.694,100
-35.958,148.314,100
-35.959,148.325,100
-35.962,148.279,90
-35.964,148.29,100
-35.965,148.301,79
-36.199,150.01,100
-35.974,148.299,97
-35.869,147.522,100
-35.927,147.909,100
-35.986,148.319,77
-35.988,148.33,83
-36.218,150.006,100
-35.87,147.47,81
-35.875,147.504,100
-35.878,147.526,75
-35.935,147.902,78
-35.936,147.913,91
-35.887,147.524,100
-35.889,147.535,100
-35.891,147.546,83
-35.888,147.466,100
-35.891,147.488,100
-35.896,147.522,100
-35.898,147.533,100
-36.235,149.948,66
-36.243,150.008,92
-36.245,150.02,98
-36.246,149.958,100
-36.249,149.982,87
-36.256,150.03,83
-36.256,149.956,100
-36.257,149.968,75
-36.259,149.98,100
-36.26,149.992,100
-36.262,150.004,100
-36.263,150.016,100
-36.264,149.942,99
-36.268,149.978,88
-36.27,149.99,100
-36.271,149.928,91
-36.273,149.94,100
-36.274,149.953,74
-36.276,149.965,100
-36.278,149.977,100
-36.281,149.927,100
-36.282,149.939,100
-36.284,149.951,100
-36.285,149.963,91
-36.292,149.937,100
-36.293,149.949,100
-36.023,147.818,96
-36.323,149.924,77
-36.325,149.936,96
-36.327,149.948,98
-36.334,149.934,80
-36.336,149.946,100
-36.347,149.956,66
-36.101,147.904,78
-36.062,147.581,74
-36.071,147.584,100
-36.445,149.931,78
-36.447,149.944,78
-36.452,149.98,100
-36.455,149.93,100
-36.459,149.966,100
-36.462,149.916,79
-36.472,149.914,79
-36.455,149.677,70
-36.457,149.689,79
-36.486,149.917,96
-36.469,149.711,94
-36.496,149.915,97
-36.505,149.913,75
-36.514,149.911,98
-36.524,149.909,100
-36.485,149.536,69
-36.486,149.548,81
-36.527,149.859,100
-36.492,149.523,95
-36.244,147.688,68
-36.283,147.955,73
-36.5,149.508,77
-36.511,149.593,84
-36.513,149.604,79
-36.546,149.855,100
-36.555,149.854,100
-36.556,149.865,69
-36.302,147.962,79
-36.349,148.285,70
-36.566,149.864,100
-36.567,149.875,100
-36.569,149.888,100
-36.571,149.9,100
-36.314,147.977,81
-36.571,149.857,65
-36.572,149.869,100
-36.574,149.881,100
-36.575,149.894,100
-36.577,149.906,100
-36.583,149.88,100
-36.585,149.892,100
-36.301,147.762,100
-36.302,147.773,100
-36.304,147.784,75
-36.315,147.793,99
-36.337,147.822,67
-36.368,148.034,97
-36.348,147.831,93
-36.581,149.499,75
-36.359,147.841,100
-36.368,147.839,100
-36.369,147.85,100
-36.371,147.861,83
-36.383,147.881,100
-36.417,148.062,82
-36.407,147.927,83
-36.419,147.947,67
-36.415,147.729,100
-36.417,147.74,100
-36.418,147.752,77
-36.426,147.738,93
-36.427,147.75,81
-36.478,148.095,100
-36.489,148.173,83
-36.491,148.184,100
-36.443,147.792,95
-36.445,147.803,89
-36.486,148.024,100
-36.497,148.033,94
-36.503,148.014,70
-36.505,148.026,100
-36.508,148.048,100
-36.51,148.059,100
-36.479,147.721,98
-36.488,147.719,100
-36.494,147.763,72
-36.583,148.182,97
-36.585,148.193,67
-36.555,147.923,65
-36.556,147.934,100
-36.558,147.945,100
-36.594,148.191,69
-36.565,147.932,100
-36.567,147.943,100
-36.569,147.954,100
-36.579,147.842,67
-36.588,147.84,100
-36.589,147.851,100
-36.601,147.929,82
-36.608,147.916,88
-36.61,147.927,100
-36.639,148.128,72
-36.64,148.139,81
-36.619,147.925,81
-36.633,147.898,100
-36.635,147.91,100
-36.677,148.201,91
-36.679,148.212,66
-36.642,147.896,100
-36.644,147.908,72
-36.65,147.883,100
-36.651,147.895,100
-36.653,147.906,100
-36.659,147.881,88
-36.66,147.893,100
-36.955,148.273,70
-36.765,146.749,77
-16.642,145.125,90
-16.646,145.148,86
-17.411,145.216,84
-36.771,146.741,71
-36.955,147.333,85
-36.976,147.352,100
-36.978,147.363,100
-37.086,148.103,85
-36.912,146.865,70
-36.907,146.773,71
-36.909,146.784,100
-37.269,149.299,65
-36.916,146.77,100
-36.918,146.782,100
-36.923,146.816,100
-37.279,149.297,93
-37.28,149.31,66
-36.909,146.666,100
-36.925,146.768,100
-37.123,148.096,100
-36.932,146.754,100
-37.101,147.88,89
-36.962,146.776,96
-36.965,146.799,74
-36.967,146.81,85
-37.002,146.978,65
-37.045,147.201,100
-37.059,147.291,90
-37.061,147.302,82
-37.192,148.202,76
-37.392,149.69,68
-37.054,147.199,100
-37.056,147.21,73
-37.068,147.289,100
-37.055,147.082,94
-37.414,149.561,68
-37.072,147.067,100
-37.073,147.078,100
-37.363,149.103,100
-37.365,149.115,100
-37.366,149.128,66
-37.423,149.559,68
-37.081,147.065,66
-37.082,147.076,100
-37.086,147.099,100
-37.088,147.11,100
-37.358,148.996,91
-37.371,149.09,71
-37.375,149.126,96
-37.379,149.15,100
-37.38,149.161,100
-37.423,149.484,100
-37.425,149.496,100
-37.426,149.509,85
-37.46,149.765,99
-37.365,148.982,100
-37.386,149.136,73
-37.389,149.16,100
-37.391,149.171,100
-37.393,149.183,98
-37.432,149.482,100
-37.434,149.495,100
-37.447,149.592,100
-37.448,149.604,65
-37.471,149.776,73
-37.087,146.988,74
-37.091,147.01,100
-37.092,147.021,67
-37.385,149.069,75
-37.438,149.476,100
-37.439,149.488,100
-37.441,149.5,100
-37.442,149.512,100
-37.444,149.524,100
-37.445,149.537,82
-37.463,149.671,72
-37.467,149.708,77
-37.475,149.769,95
-37.478,149.794,66
-37.098,146.997,100
-37.381,148.974,74
-37.447,149.474,86
-37.453,149.522,82
-37.477,149.706,93
-37.398,149.031,97
-37.4,149.042,100
-37.261,147.971,100
-37.262,147.983,100
-37.264,147.994,99
-37.381,148.829,100
-37.265,147.935,81
-37.27,147.969,100
-37.271,147.981,100
-37.402,148.921,85
-37.428,149.109,90
-37.429,149.121,100
-37.272,147.922,100
-37.274,147.933,97
-37.409,148.896,93
-37.438,149.119,65
-37.479,149.43,100
-37.281,147.92,79
-37.456,149.177,69
-37.487,149.416,100
-37.463,149.163,100
-37.495,149.402,100
-37.503,149.388,100
-37.504,149.4,100
-37.187,147.093,88
-37.189,147.104,91
-37.356,148.243,97
-37.498,149.279,99
-37.502,149.314,100
-37.504,149.326,86
-37.51,149.374,100
-37.512,149.386,100
-37.514,149.398,100
-37.362,148.235,100
-37.363,148.247,80
-37.398,148.498,87
-37.502,149.271,96
-37.504,149.283,100
-37.516,149.378,100
-37.518,149.391,100
-37.519,149.403,99
-37.511,149.269,92
-37.513,149.281,100
-37.525,149.377,100
-37.527,149.389,100
-37.529,149.401,100
-37.418,148.506,83
-37.521,149.267,100
-37.522,149.279,100
-37.381,148.172,95
-37.52,149.194,67
-37.528,149.253,67
-37.53,149.265,89
-37.535,149.301,100
-37.536,149.313,100
-37.542,149.361,100
-37.39,148.17,95
-37.552,149.359,82
-37.552,149.285,100
-37.561,149.357,87
-37.532,149.069,100
-37.569,149.343,99
-37.355,147.734,100
-37.427,148.233,97
-37.542,149.067,100
-37.543,149.079,100
-37.562,149.222,77
-37.576,149.329,100
-37.348,147.619,91
-37.349,147.631,100
-37.361,147.709,78
-37.363,147.721,68
-37.364,147.732,100
-37.366,147.743,95
-37.552,149.077,100
-37.578,149.268,74
-37.586,149.328,100
-37.587,149.34,86
-37.371,147.655,74
-37.506,148.612,100
-37.508,148.624,100
-37.504,148.529,78
-37.511,148.575,100
-37.517,148.622,100
-37.519,148.633,100
-37.572,149.031,90
-37.22,146.532,77
-37.528,148.631,100
-37.529,148.643,100
-37.58,149.017,73
-37.581,149.029,100
-37.607,149.22,99
-37.608,149.231,92
-37.229,146.529,100
-37.231,146.541,85
-37.436,147.909,97
-37.437,147.92,85
-37.537,148.63,100
-37.538,148.641,100
-37.576,148.921,100
-37.578,148.933,100
-37.584,148.98,92
-37.586,148.992,100
-37.587,149.003,100
-37.589,149.015,100
-37.591,149.027,69
-37.592,149.039,74
-37.616,149.218,100
-37.438,147.862,72
-37.548,148.639,100
-37.593,148.978,100
-37.398,147.521,100
-37.555,148.626,100
-37.557,148.637,100
-37.595,148.917,100
-37.609,149.023,70
-37.631,149.19,100
-37.405,147.507,100
-37.407,147.519,100
-37.563,148.612,100
-37.564,148.624,100
-37.604,148.915,97
-37.617,149.01,65
-37.618,149.022,100
-37.621,149.045,73
-37.416,147.517,100
-37.592,148.761,100
-37.594,148.773,100
-37.596,148.784,100
-37.597,148.796,79
-37.605,148.855,69
-37.615,148.925,100
-37.616,148.937,100
-37.629,149.031,100
-37.631,149.043,66
-37.605,148.783,100
-37.606,148.794,83
-37.624,148.923,84
-37.626,148.935,82
-37.637,149.018,100
-37.614,148.781,100
-37.616,148.792,100
-37.617,148.804,100
-37.619,148.816,90
-37.638,148.957,100
-37.655,149.087,95
-37.621,148.784,73
-37.622,148.796,100
-37.643,148.949,100
-37.651,149.008,95
-37.654,149.032,90
-37.656,149.044,100
-37.662,149.091,100
-37.551,148.205,92
-37.616,148.678,95
-37.617,148.689,100
-37.662,149.018,84
-37.663,149.03,69
-37.671,149.089,100
-37.56,148.203,100
-37.617,148.618,100
-37.638,148.769,65
-37.639,148.781,100
-37.641,148.792,100
-37.671,149.016,96
-37.68,149.088,100
-37.707,149.291,69
-37.653,148.814,98
-37.689,149.086,100
-37.715,149.277,100
-37.648,148.707,100
-37.65,148.718,100
-37.651,148.73,100
-37.654,148.754,100
-37.656,148.765,100
-37.658,148.777,100
-37.662,148.812,66
-37.696,149.06,72
-37.697,149.072,100
-37.724,149.275,100
-37.64,148.577,96
-37.643,148.6,84
-37.66,148.728,100
-37.662,148.74,100
-37.664,148.752,100
-37.665,148.763,71
-37.667,148.775,99
-37.705,149.058,90
-37.647,148.564,100
-37.652,148.598,100
-37.654,148.61,89
-37.671,148.738,100
-37.673,148.75,100
-37.703,148.973,93
-37.705,148.985,100
-37.712,149.044,95
-37.743,149.271,100
-37.65,148.515,80
-37.663,148.608,100
-37.669,148.654,100
-37.679,148.724,100
-37.682,148.748,100
-37.683,148.759,100
-37.685,148.771,100
-37.714,148.983,100
-37.715,148.995,100
-37.717,149.007,93
-37.718,149.019,100
-37.72,149.03,100
-37.722,149.042,74
-37.667,148.571,92
-37.673,148.618,100
-37.68,148.664,99
-37.758,149.243,73
-37.689,148.662,85
-37.682,148.551,95
-37.659,148.318,72
-37.66,148.329,100
-37.668,148.316,81
-37.57,147.562,100
-37.571,147.574,100
-37.596,147.744,74
-37.599,147.766,100
-37.601,147.778,86
-37.638,148.039,100
-37.68,148.337,88
-37.572,147.515,77
-37.574,147.527,100
-37.575,147.538,100
-37.577,147.549,100
-37.579,147.56,100
-37.58,147.572,100
-37.607,147.753,79
-37.608,147.764,78
-37.647,148.037,78
-37.649,148.049,100
-37.689,148.335,66
-37.767,148.906,78
-37.769,148.917,89
-37.77,148.929,100
-37.584,147.536,100
-37.586,147.547,100
-37.616,147.751,100
-37.775,148.892,80
-37.595,147.545,88
-37.674,148.09,83
-37.606,147.554,100
-37.684,148.1,100
-37.615,147.552,100
-37.624,147.55,96
-37.736,148.337,88
-37.632,147.553,100
-37.633,147.565,100
-37.725,148.202,100
-37.733,148.26,99
-37.744,148.34,93
-37.641,147.551,99
-37.642,147.562,100
-37.734,148.2,79
-37.739,148.235,92
-37.74,148.246,100
-37.742,148.258,69
-37.651,147.56,100
-37.653,147.572,100
-37.686,147.799,99
-37.665,147.592,100
-38.033,141.827,90
-38.036,141.844,100
-38.04,141.861,80
-38.043,141.878,93
-38.044,141.824,81
-38.047,141.841,100
-38.05,141.858,84
-38.038,141.838,100
-38.045,141.872,70
-38.049,141.835,92
-38.052,141.852,76
-38.074,141.845,100
-38.084,141.842,100
-38.088,141.859,86
-38.095,141.838,95
-38.098,141.855,99
-39.9,148.111,100
-41.589,147.847,99
-28.732,128.845,100
-28.961,128.807,81
-30.847,132.698,75
-30.85,132.723,100
-30.863,132.722,100
-30.865,132.747,83
-30.877,132.72,93
-30.879,132.746,88
-30.856,132.715,100
-30.869,132.714,95
-30.872,132.739,100
-31.675,132.901,84
-31.687,132.872,100
-31.689,132.899,100
-31.691,132.927,100
-31.698,132.844,100
-31.7,132.871,100
-31.703,132.898,87
-31.68,132.895,87
-31.682,132.922,100
-31.692,132.866,100
-31.694,132.894,100
-31.696,132.921,69
-31.704,132.838,100
-31.706,132.865,100
-31.708,132.892,91
-31.72,132.864,91
-31.21,121.19,96
-16.321,137.745,77
-16.337,137.743,73
-16.327,137.736,82
-19.53,169.448,80
-35.852,136.611,75
-35.854,136.625,75
-35.857,136.639,75
-35.859,136.652,75
-35.867,136.693,65
-35.859,136.595,71
-35.862,136.608,94
-35.864,136.622,100
-35.867,136.636,100
-35.869,136.65,100
-35.876,136.69,100
-35.879,136.704,100
-35.869,136.592,89
-35.871,136.606,86
-35.874,136.619,100
-35.876,136.633,100
-35.879,136.647,100
-35.886,136.688,100
-35.889,136.701,100
-35.884,136.617,97
-35.886,136.63,98
-35.889,136.644,87
-35.896,136.685,100
-35.899,136.699,100
-37.218,146.526,65
-35.894,136.614,83
-37.23,146.526,77
-37.35,147.626,71
-37.406,147.517,75
-37.575,147.537,94
-38.038,141.83,66
-38.04,141.842,66
-38.042,141.855,100
-38.043,141.867,100
-38.046,141.847,95
-38.047,141.86,100
-38.049,141.872,66
-38.083,141.84,100
-38.085,141.852,85
-38.092,141.838,98
-38.094,141.85,100
-38.096,141.863,100
-38.097,141.875,99
-38.099,141.887,100
-38.1,141.9,85
-38.105,141.861,100
-38.107,141.873,65
-38.11,141.898,88
-38.119,141.896,95
-38.121,141.908,80
-39.905,148.089,85
-41.554,147.972,67
-41.695,148.029,76
-13.202,143.159,69
-14.604,143.075,90
-14.66,143.054,83
-14.662,143.048,87
-14.672,143.046,81
-14.678,143.023,66
-14.764,143.504,98
-14.766,143.515,95
-18.516,142.614,81
-18.535,142.611,81
-18.537,142.621,88
-18.545,142.609,89
-18.546,142.62,96
-18.571,142.62,83
-18.573,142.631,88
-19.434,143.354,68
-19.643,144.554,90
-19.657,144.523,89
-19.666,144.521,82
-19.821,144.455,81
-19.83,144.453,89
-19.787,143.674,82
-19.799,143.691,78
-20.158,144.054,95
-24.614,146.681,73
-25.412,149.222,67
-25.404,149.217,76
-25.406,149.236,71
-27.828,131.837,73
-32.729,150.098,79
-32.732,150.091,72
-33.965,142.185,97
-33.967,142.196,100
-33.976,142.194,100
-33.978,142.205,72
-34.005,142.269,82
-33.28,136.93,88
-35.395,147.976,74
-35.408,147.975,88
-35.407,147.969,86
-35.712,149.942,82
-35.825,148.661,96
-35.828,148.689,76
-35.83,148.714,70
-35.832,148.741,83
-35.839,148.658,92
-35.841,148.686,73
-35.852,148.657,71
-35.826,148.734,84
-35.834,148.652,92
-35.836,148.68,93
-35.847,148.651,85
-35.849,148.678,72
-35.975,149.64,73
-35.994,149.512,65
-35.872,147.515,84
-36.028,149.535,84
-35.884,147.513,81
-35.952,148.326,95
-35.899,147.535,79
-36.053,148.458,67
-36.459,149.956,78
-36.524,148.222,69
-36.522,148.239,72
-36.638,147.9,77
-36.664,147.898,98
-36.663,147.891,95
-36.773,146.742,68
-36.92,146.825,73
-36.917,146.66,73
-36.974,147.293,100
-36.978,147.34,79
-36.98,147.364,92
-36.99,147.337,78
-36.992,147.36,100
-37.068,148.104,100
-37.07,148.128,78
-36.975,147.286,84
-36.981,147.356,100
-36.993,147.353,96
-37.065,148.098,92
-37.067,148.122,87
-36.971,146.793,70
-37.078,148.093,100
-37.08,148.119,81
-37.091,148.091,100
-37.093,148.118,80
-37.043,147.19,84
-37.044,147.211,85
-37.055,147.189,96
-37.057,147.21,87
-37.065,147.3,99
-37.113,147.867,100
-37.114,147.889,100
-37.058,147.078,91
-37.077,147.299,88
-37.07,147.077,72
-37.057,147.184,87
-37.059,147.204,88
-37.066,147.294,100
-37.111,147.863,100
-37.112,147.885,100
-37.06,147.073,92
-37.062,147.092,74
-37.073,147.071,93
-37.085,147.067,100
-37.087,147.088,90
-37.088,147.109,72
-35.749,136.666,67
-35.751,136.68,87
-35.77,136.788,81
-35.758,136.663,100
-35.761,136.677,99
-35.78,136.786,83
-35.766,136.647,89
-35.768,136.66,100
-35.771,136.674,100
-35.767,136.654,100
-35.769,136.668,100
-35.771,136.682,100
-35.776,136.651,100
-35.779,136.665,100
-35.781,136.679,100
-35.784,136.635,86
-35.786,136.649,100
-35.789,136.663,100
-35.791,136.676,100
-35.799,136.718,100
-35.801,136.731,100
-35.794,136.632,100
-35.796,136.646,100
-35.799,136.66,100
-35.801,136.674,97
-35.801,136.616,88
-35.804,136.63,100
-35.806,136.644,100
-35.809,136.658,100
-35.811,136.671,90
-37.19,147.094,79
-37.263,147.987,83
-35.809,136.6,69
-35.811,136.613,89
-35.814,136.627,100
-35.816,136.641,100
-35.819,136.655,100
-35.821,136.669,87
-37.274,147.958,89
-35.821,136.611,89
-35.824,136.625,100
-35.826,136.639,100
-35.829,136.652,100
-35.831,136.666,91
-35.834,136.622,100
-35.836,136.636,100
-35.838,136.65,100
-35.841,136.663,90
-35.843,136.677,76
-35.85,136.718,74
-35.843,136.619,100
-35.846,136.633,100
-35.848,136.647,100
-35.851,136.661,93
-35.858,136.702,92
-35.86,136.715,98
-35.863,136.729,71
-35.853,136.617,100
-35.856,136.631,100
-35.858,136.644,75
-35.861,136.658,74
-35.868,136.699,74
-21.08,119.449,85
-21.021,117.678,86
-21.023,117.688,81
-21.031,117.676,94
-21.032,117.687,77
-21.038,117.665,100
-21.04,117.675,100
-21.042,117.685,82
-21.043,117.695,78
-21.045,117.706,79
-21.049,117.673,99
-21.051,117.683,74
-23.941,129.205,69
-23.944,129.244,98
-23.958,129.204,85
-23.961,129.242,100
-23.948,129.237,100
-23.965,129.235,87
-24.42,129.173,81
-24.434,129.132,80
-24.437,129.172,96
-24.44,129.211,90
-24.454,129.17,84
-24.457,129.21,75
-24.425,129.168,85
-24.441,129.166,89
-24.444,129.205,90
-24.458,129.165,87
